brainas01,1871,1,WS3,NA,108,467,71,116,11,0,0,45,4,3,10,7,0,0,0,0,4
brannmi01,1871,1,CH1,NA,5,23,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0
burrohe01,1871,1,WS3,NA,14,70,12,16,2,3,1,14,0,0,2,1,0,0,0,0,0
careyto01,1871,1,FW1,NA,536,2394,405,646,77,14,5,270,27,7,16,61,0,0,0,0,5
carleji01,1871,1,CL1,NA,36,165,39,44,9,1,0,22,3,1,9,3,0,0,0,0,3
conefr01,1871,1,BS1,NA,19,77,17,20,3,1,0,16,12,1,8,2,0,0,0,0,1
connone01,1871,1,TRO,NA,7,33,6,7,0,0,0,2,0,0,0,0,0,0,0,0,0
cravebi01,1871,1,TRO,NA,339,1567,330,455,63,33,2,228,40,15,27,34,0,0,0,0,10
cuthbne01,1871,1,PH1,NA,452,2114,453,537,74,17,8,182,70,9,65,35,0,0,0,0,7
deaneha01,1871,1,FW1,NA,53,225,32,54,8,2,0,15,2,1,6,3,0,0,0,0,1
donnepe01,1871,1,FW1,NA,9,34,7,7,1,1,0,3,0,0,1,2,0,0,0,0,0
duffyed01,1871,1,CH1,NA,26,121,30,28,5,0,0,15,11,4,3,2,0,0,0,0,0
eggleda01,1871,1,NY2,NA,576,2544,491,697,85,31,0,242,46,22,49,162,0,0,0,0,3
ewellge01,1871,1,CL1,NA,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fergubo01,1871,1,NY2,NA,824,3467,544,920,102,30,1,357,16,12,128,136,0,0,0,0,9
fishech01,1871,1,RC1,NA,252,1155,179,273,28,10,3,141,10,11,12,34,0,0,0,0,11
fislewe01,1871,1,PH1,NA,273,1335,258,414,72,14,2,188,15,8,15,17,0,0,0,0,7
fleetfr01,1871,1,NY2,NA,88,372,53,85,6,0,0,37,2,2,3,7,0,0,0,0,2
flowedi01,1871,1,TRO,NA,24,120,40,37,5,4,0,22,8,2,6,2,0,0,0,0,0
flynncl01,1871,1,TRO,NA,38,182,47,57,7,1,0,29,3,3,4,2,0,0,0,0,1
foleyto01,1871,1,CH1,NA,18,84,18,22,3,1,0,13,1,4,3,2,0,0,0,0,0
foranji01,1871,1,FW1,NA,19,89,21,31,1,3,1,18,1,0,2,1,0,0,0,0,2
forceda01,1871,1,WS3,NA,1029,4250,653,1059,143,27,1,376,35,5,156,268,0,0,0,0,8
fulmech01,1871,1,RC1,NA,583,2439,361,635,70,30,8,262,14,8,43,67,0,0,0,0,10
glennjo01,1871,1,WS3,NA,315,1372,235,366,44,7,1,157,16,7,35,33,0,0,0,0,9
goldswa01,1871,1,FW1,NA,42,184,15,34,3,0,0,18,0,0,4,4,0,0,0,0,1
gouldch01,1871,1,BS1,NA,221,964,138,248,37,12,2,110,7,3,19,24,0,0,0,0,6
hallge01,1871,1,WS3,NA,365,1671,377,538,68,54,13,252,20,7,37,29,0,0,0,0,2
halliji01,1871,1,FW1,NA,170,760,142,218,25,12,5,83,5,5,15,18,0,0,0,0,1
hamra01,1871,1,RC1,NA,25,113,25,28,4,0,0,12,6,2,1,7,0,0,0,0,0
hastisc01,1871,1,RC1,NA,294,1328,264,371,44,8,0,139,43,22,31,43,0,0,0,0,3
hatfijo01,1871,1,NY2,NA,206,1011,219,283,36,11,3,146,28,8,23,20,0,0,0,0,5
heubege01,1871,1,PH1,NA,23,102,20,26,4,2,0,14,1,0,2,0,0,0,0,0,1
highadi01,1871,1,NY2,NA,372,1786,384,549,85,15,4,204,20,14,17,28,0,0,0,0,6
hodesch01,1871,1,CH1,NA,62,273,57,63,10,1,2,42,3,0,8,2,0,0,0,0,3
jackssa01,1871,1,BS1,NA,20,88,17,19,5,3,0,11,0,1,1,4,0,0,0,0,1
johnsca01,1871,1,CL1,NA,16,67,10,15,1,0,0,7,1,0,0,1,0,0,0,0,0
kellybi01,1871,1,FW1,NA,18,67,16,15,1,1,0,7,0,0,6,1,0,0,0,0,0
kimbage01,1871,1,CL1,NA,29,131,18,25,1,0,0,9,5,1,3,2,0,0,0,0,2
kingma01,1871,1,CH1,NA,23,112,23,21,1,0,2,17,5,0,8,2,0,0,0,0,0
kingst01,1871,1,TRO,NA,54,272,78,96,18,6,0,54,4,4,2,3,0,0,0,0,1
kohlehe01,1871,1,FW1,NA,11,41,2,5,1,0,0,2,0,0,0,1,0,0,0,0,0
lennobi01,1871,1,FW1,NA,28,121,18,26,4,0,0,13,1,0,1,0,0,0,0,0,1
leonaan01,1871,1,WS3,NA,501,2394,481,715,86,27,4,343,74,28,29,52,0,0,0,0,11
mackde01,1871,1,RC1,NA,373,1505,309,343,42,10,1,102,31,7,93,40,0,0,0,0,3
malonfe01,1871,1,PH1,NA,220,1052,200,288,32,7,1,157,21,5,32,19,0,0,0,0,5
mathebo01,1871,1,FW1,NA,623,2486,318,504,48,9,1,164,10,5,73,62,0,0,0,0,9
mcatebu01,1871,1,CH1,NA,51,261,64,65,11,3,0,25,5,5,8,4,0,0,0,0,4
mcbridi01,1871,1,PH1,NA,240,1192,208,309,32,2,0,177,10,2,17,14,0,0,0,0,12
mcderjo01,1871,1,FW1,NA,9,40,6,11,3,0,0,4,1,0,2,4,0,0,0,0,1
mcgeami01,1871,1,TRO,NA,547,2481,484,684,56,13,0,236,66,24,26,60,0,0,0,0,0
mcmuljo01,1871,1,TRO,NA,244,1081,233,307,32,13,4,135,38,17,40,41,0,0,0,0,10
mcveyca01,1871,1,BS1,NA,530,2513,555,869,133,44,11,449,26,2,30,51,0,0,0,0,2
meyerle01,1871,1,PH1,NA,307,1443,306,513,86,31,10,278,19,3,10,14,0,0,0,0,8
millsch01,1871,1,NY2,NA,38,177,33,40,4,3,0,24,2,0,1,0,0,0,0,0,3
millsev01,1871,1,WS3,NA,337,1525,283,433,62,21,2,204,10,10,13,12,0,0,0,0,12
minched01,1871,1,FW1,NA,20,89,9,13,0,0,0,9,1,0,0,1,0,0,0,0,0
nortofr01,1871,1,WS3,NA,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
paborch01,1871,1,CL1,NA,170,715,101,204,13,12,0,80,3,1,8,8,0,0,0,0,6
patteda01,1871,1,NY2,NA,57,248,42,52,3,0,0,22,3,4,1,2,0,0,0,0,5
pearcdi01,1871,1,NY2,NA,291,1328,217,333,21,4,2,134,13,4,33,21,0,0,0,0,12
phelpne01,1871,1,FW1,NA,12,46,6,5,1,0,0,2,0,0,1,2,0,0,0,0,0
pikeli01,1871,1,TRO,NA,425,1979,434,638,120,53,21,332,50,15,51,57,0,0,0,0,4
pinkhed01,1871,1,CH1,NA,24,95,27,25,5,5,1,17,5,2,18,3,0,0,0,0,1
prattal01,1871,1,CL1,NA,45,195,41,52,6,9,0,32,1,0,1,1,0,0,0,0,2
prattto01,1871,1,PH1,NA,1,6,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
questjo01,1871,1,CL1,NA,596,2295,300,499,78,17,1,161,5,0,104,161,0,3,0,0,0
quinnpa02,1871,1,FW1,NA,42,148,26,36,1,0,0,9,4,4,6,6,0,0,0,0,0
radcljo01,1871,1,PH1,NA,157,812,198,229,32,9,2,113,9,5,13,5,0,0,0,0,5
reachal01,1871,1,PH1,NA,83,393,89,97,15,7,0,56,7,2,9,10,0,0,0,0,0
sagerpo01,1871,1,RC1,NA,8,39,9,11,0,0,0,5,5,1,2,2,0,0,0,0,1
schafha01,1871,1,BS1,NA,367,1655,339,449,64,15,4,215,35,17,12,45,0,0,0,0,9
selmafr01,1871,1,FW1,NA,37,167,27,43,8,2,1,18,3,2,4,3,0,0,0,0,2
senseco01,1871,1,PH1,NA,51,234,55,70,6,2,0,34,5,6,0,3,0,0,0,0,0
simmojo01,1871,1,CH1,NA,58,272,45,60,12,2,0,30,6,3,2,4,0,0,0,0,3
smithch01,1871,1,NY2,NA,14,72,15,19,2,1,0,5,6,0,1,1,0,0,0,0,0
spaldal01,1871,1,BS1,NA,411,1959,417,613,86,19,2,338,18,3,29,26,0,0,0,0,5
startjo01,1871,1,NY2,NA,1070,4743,852,1417,148,67,15,544,18,9,164,109,0,0,0,0,2
stearbi01,1871,1,WS3,NA,99,397,56,76,2,0,0,31,1,1,14,25,0,0,0,0,2
stirega01,1871,1,RC1,NA,25,110,23,30,4,6,2,24,3,0,7,5,0,0,0,0,2
suttoez01,1871,1,CL1,NA,1263,5360,994,1574,227,97,25,672,70,18,169,182,0,8,0,0,10
sweasch01,1871,1,WS3,NA,166,670,67,130,11,2,0,39,3,4,17,30,0,0,0,0,1
treacfr01,1871,1,CH1,NA,269,1232,238,301,37,14,7,142,35,20,18,36,0,0,0,0,8
waterfr01,1871,1,WS3,NA,61,303,81,101,9,7,0,38,11,4,11,3,0,0,0,0,1
whitede01,1871,1,CL1,NA,1560,6624,1140,2067,270,98,24,988,70,9,308,221,0,41,0,0,8
whiteel01,1871,1,CL1,NA,15,70,13,18,2,0,0,9,0,1,1,6,0,0,0,0,1
whitewa01,1871,1,WS3,NA,168,723,96,184,13,4,0,64,8,11,2,6,0,0,0,0,3
woltery01,1871,1,NY2,NA,49,211,41,67,7,9,0,55,1,0,14,9,0,0,0,0,2
woodji01,1871,1,CH1,NA,102,488,162,162,33,12,3,82,28,5,25,6,0,0,0,0,2
wrighge01,1871,1,BS1,NA,591,2873,665,866,124,60,11,326,47,20,68,119,0,0,0,0,2
wrighha01,1871,1,BS1,NA,180,813,183,224,21,8,4,113,11,3,37,14,0,0,0,0,3
yorkto01,1871,1,TRO,NA,963,4005,743,1095,218,89,14,502,20,7,198,202,0,10,0,0,2
zettlge01,1871,1,CH1,NA,255,1105,142,232,23,1,0,105,9,1,4,34,0,0,0,0,12
allenha01,1872,1,MID,NA,17,70,9,19,3,0,0,11,0,0,0,1,0,0,0,0,0
allisan01,1872,1,BR1,NA,22,92,9,15,2,0,0,10,0,0,1,2,0,0,0,0,0
allisbi01,1872,1,BR1,NA,5,19,5,3,0,0,0,1,0,0,0,1,0,0,0,0,1
arnolbi01,1872,1,MID,NA,2,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
barloto01,1872,1,BR2,NA,126,604,120,175,6,3,1,32,27,13,10,5,0,0,0,0,2
barre01,1872,1,BR2,NA,8,34,6,7,1,0,0,2,1,0,0,1,0,0,0,0,0
bentlcy01,1872,1,MID,NA,23,114,23,25,3,4,1,11,1,2,1,2,0,0,0,0,2
besti01,1872,1,BR1,NA,4,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
bielaos01,1872,1,WS4,NA,174,746,117,179,7,2,0,52,9,9,10,18,0,0,0,0,2
boothed01,1872,1,MID,NA,242,1016,128,243,26,13,1,76,4,8,7,11,0,0,0,0,6
boydbi01,1872,1,NY2,NA,146,666,94,192,30,9,3,91,6,3,10,13,0,0,0,0,2
brittji01,1872,1,BR2,NA,91,395,55,88,10,0,0,24,1,2,13,19,0,0,0,0,0
brownol01,1872,1,BR2,NA,7,25,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
burdoja01,1872,1,BR2,NA,1187,4915,778,1231,164,50,18,501,59,15,140,367,0,10,0,0,7
buttefr01,1872,1,MID,NA,18,93,16,20,0,0,0,7,0,0,0,2,0,0,0,0,1
clappjo01,1872,1,MID,NA,588,2523,459,713,92,35,7,279,17,11,112,51,0,0,0,0,5
clarede01,1872,1,BR2,NA,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
clintji01,1872,1,BR1,NA,426,1719,246,438,45,20,4,55,3,1,82,20,0,21,0,0,2
coughde01,1872,1,WS4,NA,8,37,5,11,1,0,0,7,0,0,0,0,0,0,0,0,0
cummica01,1872,1,NY2,NA,247,1068,149,227,29,9,0,107,3,2,16,51,0,0,0,0,4
dehlmhe01,1872,1,BR2,NA,307,1219,226,262,34,5,0,85,34,11,48,67,0,0,0,0,2
doschhe01,1872,1,BR2,NA,109,436,36,98,14,0,0,40,1,1,2,33,0,0,0,0,2
doylejo01,1872,1,WS4,NA,9,41,6,11,1,0,0,9,0,0,0,0,0,0,0,0,0
fieldge01,1872,1,MID,NA,18,86,17,19,3,1,0,14,0,0,0,2,0,0,0,0,1
fletcge01,1872,1,BR1,NA,2,8,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0
galvijo01,1872,1,BR2,NA,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gedneco01,1872,1,TRO,NA,202,832,139,209,25,8,5,99,8,7,13,26,0,0,0,0,5
hallji01,1872,1,BR2,NA,16,69,9,20,0,2,0,7,0,0,1,1,0,0,0,0,1
hicksna01,1872,1,NY2,NA,257,1142,172,301,35,6,1,116,9,3,25,23,0,0,0,0,12
higby01,1872,1,BR2,NA,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hinespa01,1872,1,WS4,NA,1658,7062,1217,2133,399,93,57,855,163,11,372,310,0,36,0,0,3
holdsji01,1872,1,CL1,NA,319,1484,221,432,38,22,0,138,8,7,8,20,0,0,0,0,8
holliho01,1872,1,WS4,NA,58,261,45,69,4,4,0,33,2,1,2,7,0,0,0,0,1
huntdi01,1872,1,BR1,NA,11,46,10,15,1,1,0,4,0,1,1,0,0,0,0,0,1
hurledi01,1872,1,WS3,NA,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jewetna01,1872,1,BR1,NA,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kavan01,1872,1,BR1,NA,5,23,3,6,1,0,0,4,0,0,0,0,0,0,0,0,0
kennejo01,1872,1,BR2,NA,5,19,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
leutz01,1872,1,BR1,NA,4,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lowech01,1872,1,BR2,NA,7,31,2,5,0,0,0,3,0,0,0,2,0,0,0,0,0
malonma01,1872,1,BR1,NA,5,16,2,6,0,0,0,3,0,1,1,3,0,0,0,0,0
martial01,1872,1,BR1,NA,17,73,4,12,0,0,0,3,0,0,0,1,0,0,0,0,1
martiph01,1872,1,TRO,NA,74,337,52,82,4,2,0,37,4,3,2,8,0,0,0,0,3
mccarfr01,1872,1,MID,NA,19,82,19,25,5,0,0,12,0,0,3,4,0,0,0,0,0
mcdonja01,1872,1,BR2,NA,16,66,9,16,3,1,0,4,0,0,0,1,0,0,0,0,1
millejo01,1872,1,WS4,NA,29,108,5,15,1,0,0,1,0,0,0,10,0,0,0,0,2
mulle01,1872,1,CL1,NA,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murnati01,1872,1,MID,NA,383,1632,336,426,32,9,5,130,39,14,60,54,0,0,0,0,1
nelsoca01,1872,1,TRO,NA,817,3294,648,833,93,27,3,208,68,2,352,45,0,27,0,0,3
orour01,1872,1,BR1,NA,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orourji01,1872,1,MID,NA,1999,8503,1729,2639,468,149,62,1208,229,12,513,362,0,36,0,0,6
reachbo01,1872,1,WS3,NA,3,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
remseja01,1872,1,BR2,NA,578,2353,366,573,69,39,9,201,14,7,71,131,0,0,0,0,3
robinva01,1872,1,WS3,NA,7,30,6,6,0,0,0,4,0,0,1,1,0,0,0,0,1
rogerfr01,1872,1,BS1,NA,47,215,41,60,8,1,1,31,2,0,1,6,0,0,0,0,2
snydeji01,1872,1,BR1,NA,25,103,16,30,2,3,0,11,0,2,0,1,0,0,0,0,1
snydejo01,1872,1,BR1,NA,9,37,4,6,2,0,0,1,0,0,1,3,0,0,0,0,0
spenc01,1872,1,WS4,NA,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
studlse01,1872,1,WS4,NA,5,21,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0
swandma01,1872,1,BR1,NA,16,61,9,13,1,0,0,5,0,1,4,1,0,0,0,0,1
thakeal01,1872,1,BR2,NA,18,78,14,23,2,2,0,15,2,0,0,2,0,0,0,0,1
tippeji01,1872,1,MID,NA,110,466,70,114,13,0,0,41,1,1,2,14,0,0,0,0,3
worthhe01,1872,1,BR2,NA,1,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
yeatmbi01,1872,1,WS4,NA,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
atkined01,1873,1,WS5,NA,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
austihe01,1873,1,ELI,NA,23,101,10,25,3,3,0,11,1,1,0,5,0,0,0,0,3
campbhu01,1873,1,ELI,NA,20,86,9,13,0,1,0,7,1,1,1,1,0,0,0,0,0
campbmi02,1873,1,ELI,NA,21,84,9,12,2,0,0,2,1,0,2,6,0,0,0,0,0
cranefr01,1873,1,ELI,NA,22,85,7,18,1,0,0,5,0,0,0,4,0,0,0,0,1
devliji01,1873,1,PH2,NA,266,1186,180,340,46,14,1,131,8,2,16,55,0,0,0,0,3
donnejo01,1873,1,WS5,NA,36,159,17,40,2,0,0,21,0,0,1,0,0,0,0,0,1
eland01,1873,1,BL4,NA,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farrojo01,1873,1,ELI,NA,55,228,25,45,6,0,0,13,0,0,4,4,0,0,0,0,3
frencbi01,1873,1,BL4,NA,5,18,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0
gerhajo01,1873,1,WS5,NA,1071,4140,493,939,122,55,7,382,37,6,162,238,0,13,0,0,1
greasjo01,1873,1,WS5,NA,7,27,4,4,0,0,0,1,1,0,1,1,0,0,0,0,0
hoopemi01,1873,1,BL4,NA,3,14,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0
johnsto01,1873,1,BL4,NA,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jones01,1873,1,BL4,NA,3,11,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
kernajo01,1873,1,BL4,NA,2,8,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0
kesslhe01,1873,1,BR2,NA,105,434,51,110,8,0,0,23,0,2,10,15,0,0,0,0,0
laughbe01,1873,1,ELI,NA,12,51,3,12,0,0,0,5,0,0,0,1,0,0,0,0,1
lovetle01,1873,1,ELI,NA,7,26,3,7,1,0,0,3,0,0,1,5,0,0,0,0,0
mannija01,1873,1,BS1,NA,833,3505,562,922,170,37,14,360,34,7,181,198,0,3,0,0,6
mcdoo01,1873,1,BL4,NA,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nevinal01,1873,1,ELI,NA,13,55,7,11,1,2,0,1,0,0,1,4,0,0,0,0,1
popplge01,1873,1,BL4,NA,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryanjo01,1873,1,PH2,NA,156,602,81,125,15,5,1,48,13,4,15,53,0,0,0,0,2
saylo01,1873,1,BL4,NA,298,1239,181,287,44,8,5,52,0,0,35,39,0,0,0,0,1
sheppjo01,1873,1,BL4,NA,3,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
simpsma01,1873,1,BL4,NA,4,15,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0
smithbi01,1873,1,BL4,NA,6,23,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0
smithjo01,1873,1,BL4,NA,12,43,4,6,1,0,0,2,0,0,1,2,0,0,0,0,0
snydepo01,1873,1,WS5,NA,930,3643,433,855,124,41,9,384,33,9,83,203,0,10,0,0,6
strated01,1873,1,BL4,NA,4,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
wallho01,1873,1,WS5,NA,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
woodhre01,1873,1,BL4,NA,35,136,5,21,1,0,0,2,0,0,0,23,0,0,0,0,0
wordsfa01,1873,1,ELI,NA,12,40,5,10,0,0,0,3,1,0,2,1,0,0,0,0,0
barnibi01,1874,1,HR1,NA,83,321,32,55,5,2,0,23,2,2,5,16,0,0,0,0,2
boardfr01,1874,1,BL1,NA,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bondto01,1874,1,BR2,NA,488,1975,213,471,53,11,0,174,5,1,22,63,0,0,0,0,7
bradyst01,1874,1,HR1,NA,490,2030,313,529,50,20,4,114,22,2,94,15,0,9,0,0,3
brown01,1874,1,BL1,NA,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carlle01,1874,1,BL1,NA,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chapmja01,1874,1,BR2,NA,113,504,64,124,16,5,0,59,6,2,6,21,0,0,0,0,5
clackbo01,1874,1,BR2,NA,82,312,33,48,1,1,0,19,0,0,9,17,0,0,0,0,0
collida01,1874,1,CH2,NA,10,40,4,5,2,0,0,9,1,0,0,4,0,0,0,0,0
connete01,1874,1,CH2,NA,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farreja01,1874,1,HR1,NA,3,13,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0
gaver01,1874,1,BR2,NA,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geerbi01,1874,1,NY2,NA,232,893,128,191,36,11,0,33,2,2,55,22,0,2,0,0,2
gilro01,1874,1,CH2,NA,10,44,4,9,1,0,0,7,0,0,1,3,0,0,0,0,0
knowdja01,1874,1,BR2,NA,71,263,27,47,4,1,0,14,1,1,2,9,0,0,0,0,0
ledwimi01,1874,1,BR2,NA,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
mcgeepa01,1874,1,BR2,NA,59,225,11,38,6,1,0,20,0,0,1,17,0,0,0,0,2
mckenfr01,1874,1,PH2,NA,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
milleto01,1874,1,PH1,NA,60,230,19,43,2,0,0,17,2,0,1,8,0,0,0,0,2
oneal01,1874,1,HR1,NA,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
peterjo01,1874,1,CH2,NA,615,2693,373,748,92,12,3,249,14,8,25,77,0,0,0,0,3
quinl01,1874,1,PH2,NA,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
reedhu01,1874,1,BL1,NA,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
revilhe01,1874,1,BL1,NA,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shaffor01,1874,1,HR1,NA,871,3552,601,1000,164,53,11,317,34,0,227,226,0,5,0,0,0
smilebi01,1874,1,BL1,NA,77,308,33,60,4,2,0,0,0,0,6,0,0,0,0,0,0
snowch01,1874,1,BR2,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tayloza01,1874,1,BL1,NA,13,48,3,12,0,0,0,3,0,0,0,1,0,0,0,0,0
westbi01,1874,1,BR2,NA,10,39,4,8,1,0,0,2,0,0,1,2,0,0,0,0,0
wood01,1874,1,BL1,NA,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
abadijo01,1875,1,PH3,NA,12,49,4,11,0,0,0,5,1,0,0,3,0,0,0,0,0
arundha01,1875,1,BR2,NA,16,59,8,11,0,0,0,1,0,0,6,1,0,0,0,0,0
banckst01,1875,1,NH1,NA,19,72,3,11,0,0,0,2,1,0,0,3,0,0,0,0,0
blongjo01,1875,1,SL1,NA,136,550,50,119,17,7,0,48,1,0,6,38,0,0,0,0,1
bolan01,1875,1,BR2,NA,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
booth01,1875,1,NH1,NA,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bordejo01,1875,1,PH2,NA,39,149,22,28,3,0,0,8,0,0,3,4,0,0,0,0,0
bradlge01,1875,1,SL2,NA,567,2258,272,518,64,38,3,172,5,3,40,152,0,0,0,0,2
brady01,1875,1,CH2,NA,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
bushodo01,1875,1,BR2,NA,672,2397,287,514,58,13,2,184,39,0,124,125,0,6,0,0,0
carbijo01,1875,1,KEO,NA,17,61,3,7,0,0,0,3,0,0,0,1,0,0,0,0,3
cassijo01,1875,1,BR2,NA,634,2642,353,650,87,33,5,191,0,1,84,132,0,5,0,0,2
coonwi01,1875,1,PH1,NA,58,232,31,52,5,1,0,23,1,0,2,4,0,0,0,0,0
croftar01,1875,1,SL1,NA,133,517,50,101,14,2,0,45,5,1,6,40,0,0,0,0,0
crowlbi01,1875,1,PH2,NA,521,2057,263,540,83,22,8,225,0,0,102,178,0,0,0,0,0
dailejo01,1875,1,WS6,NA,29,118,19,21,5,4,0,13,3,2,0,2,0,0,0,0,0
dillojo01,1875,1,SL1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dillopa01,1875,1,SL1,NA,3,13,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0
dolele01,1875,1,NH1,NA,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
edwar01,1875,1,BR2,NA,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ellicjo01,1875,1,SL1,NA,116,487,77,106,12,0,0,2,1,0,19,4,0,0,0,0,0
evans01,1875,1,NH1,NA,1,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
fieldsa01,1875,1,PH3,NA,12,41,4,6,0,0,0,1,1,0,1,4,0,0,0,0,0
flintsi01,1875,1,SL1,NA,760,2913,380,687,129,34,21,295,12,0,54,471,0,1,0,0,0
foleywi01,1875,1,CH2,NA,253,982,112,224,23,10,0,76,0,0,20,62,0,0,0,0,0
fulmewa01,1875,1,BR2,NA,1,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
